City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country
Mount Hagen,-5.8581,144.2274,66.54,84,81,0.31,PG
Ostrovnoy,68.0531,39.5131,22.77,94,92,2.15,RU
Amapá,1.0,-52.0,73.11,98,70,2.59,BR
Esperance,-33.8667,121.9,57.2,94,6,12.66,AU
Kaitangata,-46.2817,169.8464,54.0,71,51,15.01,NZ
Hambantota,6.1241,81.1185,76.51,81,81,12.44,LK
Nome,64.5011,-165.4064,21.2,79,90,9.22,US
Rome,43.2128,-75.4557,42.8,15,1,5.06,US
East London,-33.0153,27.9116,70.72,75,100,13.94,ZA
Les Cayes,18.2,-73.75,76.19,79,46,1.86,HT
Hilo,19.7297,-155.09,82.4,54,40,10.36,US
Ust-Nera,64.5667,143.2,-7.55,80,65,12.28,RU
Ji’an,27.1172,114.9793,66.09,88,34,0.22,CN
Dingle,10.9995,122.6711,77.43,86,79,1.68,PH
Tuktoyaktuk,69.4541,-133.0374,-2.2,78,75,16.11,CA
Bluff,-46.6,168.3333,53.01,81,81,15.01,NZ
Hithadhoo,-0.6,73.0833,83.26,65,55,8.21,MV
Port Elizabeth,-33.918,25.5701,62.6,88,0,5.75,ZA
Grindavik,63.8424,-22.4338,41.0,93,75,17.27,IS
Castro,-24.7911,-50.0119,64.76,88,60,0.74,BR
Blagoyevo,63.3667,47.9167,32.14,98,100,4.56,RU
Luganville,-15.5333,167.1667,83.19,72,76,4.97,VU
Namatanai,-3.6667,152.4333,84.31,63,91,3.42,PG
Narsaq,60.9167,-46.05,39.2,48,90,5.75,GL
Coquimbo,-29.9533,-71.3436,64.4,72,75,11.5,CL
Upernavik,72.7868,-56.1549,-4.36,86,64,15.75,GL
Pavino,59.1139,46.1414,32.16,97,100,10.85,RU
Carnarvon,-24.8667,113.6333,78.8,83,32,9.22,AU
Henties Bay,-22.116,14.2845,62.01,90,0,5.01,NA
Bengkulu,-3.8004,102.2655,76.87,88,98,4.45,ID
Saldanha,-33.0117,17.9442,63.52,80,0,21.36,ZA
Souillac,-20.5167,57.5167,78.8,83,40,9.22,MU
Caravelas,-17.7125,-39.2481,75.02,82,0,5.57,BR
Lompoc,34.6391,-120.4579,52.0,58,20,17.27,US
Tashtyp,52.7939,89.8983,8.62,91,100,4.32,RU
Flinders,-34.5833,150.8552,64.0,87,58,1.99,AU
Nikolskoye,59.7035,30.7861,34.0,93,90,11.18,RU
Mbandaka,0.0487,18.2603,72.84,94,100,3.31,CD
Arman',59.7,150.1667,17.83,80,100,4.9,RU
Portland,45.5234,-122.6762,46.99,49,75,4.61,US
Sittwe,20.15,92.9,69.64,65,0,8.28,MM
Vitim,59.4511,112.5578,8.6,92,100,9.75,RU
Erzin,36.9559,36.2,53.01,87,79,5.99,TR
Saint Paul Harbor,57.79,-152.4072,35.6,48,90,8.05,US
Punta Arenas,-53.15,-70.9167,44.6,61,75,31.07,CL
Camopi,3.1655,-52.3158,73.96,98,90,4.03,GF
Leningradskiy,69.3833,178.4167,-1.57,81,98,3.18,RU
Coyhaique,-45.5752,-72.0662,60.8,48,20,9.22,CL
Cape Town,-33.9258,18.4232,64.4,77,0,18.41,ZA
Shimanovsk,52.0,127.7,15.12,85,100,17.69,RU
Gazli,40.1333,63.45,30.49,64,1,12.62,UZ
Kushiro,42.975,144.3747,35.6,64,75,5.75,JP
Cabo San Lucas,22.8909,-109.9124,78.01,35,1,10.36,MX
Swellendam,-34.0226,20.4417,60.8,94,99,3.44,ZA
Vaini,-21.2,-175.2,78.8,89,75,5.75,TO
Bridgewater,44.3835,-64.5155,17.6,57,100,19.57,CA
Albany,42.6001,-73.9662,28.0,22,0,11.01,US
Kapaa,22.0752,-159.319,75.2,83,75,13.8,US
Saint Anthony,45.0205,-93.218,30.99,86,90,10.36,US
Palmer,42.1584,-72.3287,30.2,17,20,18.41,US
Tual,-5.6667,132.75,82.27,72,100,11.1,ID
Pacific Grove,36.6177,-121.9166,52.0,69,61,10.0,US
Tasiilaq,65.6145,-37.6368,22.23,90,100,35.3,GL
Mareeba,-17.0,145.4333,84.0,83,64,5.99,AU
Hermanus,-34.4187,19.2345,62.01,95,26,8.41,ZA
Karīmpur,23.9667,88.6167,70.65,65,0,4.76,IN
Constitución,-35.3333,-72.4167,56.89,83,33,3.62,CL
Ţahţā,26.7693,31.5021,66.2,34,0,2.3,EG
Tonantins,-2.8731,-67.8022,75.65,89,97,1.63,BR
Niamey,13.5137,2.1098,93.2,14,94,3.44,NE
Warsaw,52.2298,21.0118,39.0,100,2,4.61,PL
Szydłowiec,51.2282,20.8611,35.01,1,15,1.05,PL
Opuwo,-18.0607,13.84,66.54,86,51,4.63,NA
Bethel,41.3712,-73.414,28.99,29,0,7.58,US
Atuona,-9.8,-139.0333,80.04,69,18,10.13,PF
Port Lincoln,-34.7333,135.8667,65.53,80,88,10.54,AU
Cherskiy,68.75,161.3,-5.55,79,85,9.6,RU
Arraial do Cabo,-22.9661,-42.0278,78.8,78,40,9.22,BR
Epe,6.5841,3.9834,80.19,84,37,7.58,NG
Boa Vista,2.8197,-60.6733,82.4,61,0,5.75,BR
Avarua,-21.2078,-159.775,84.2,74,17,12.66,CK
Moyale,3.5167,39.0584,70.05,66,18,9.98,KE
Dunedin,-45.8742,170.5036,55.99,61,26,27.0,NZ
Thompson,55.7435,-97.8558,44.6,42,75,11.5,CA
Kirando,-7.4167,30.6,72.54,72,4,4.5,TZ
Barra de Tecoanapa,16.5167,-98.75,82.22,66,0,10.83,MX
Taseyevo,57.2169,94.8978,11.1,93,100,6.04,RU
Caucayá,-0.1934,-74.7819,73.13,97,100,2.55,CO
Ambo,-10.1308,-76.2047,66.07,84,90,5.82,PE
Mafinga,-7.25,35.0667,65.05,87,63,0.51,TZ
Hervey Bay,-25.2986,152.8535,71.6,94,90,12.66,AU
Banepā,27.6298,85.5214,53.6,87,20,4.61,NP
Ribeira Grande,38.5167,-28.7,60.67,89,0,12.33,PT
Muzhi,65.3667,64.6667,20.12,83,95,5.46,RU
Kidal,18.4411,1.4078,74.86,16,0,5.39,ML
Barrow,71.2906,-156.7887,-2.2,78,90,23.02,US
Salalah,17.0151,54.0924,73.4,43,0,4.61,OM
Kuah,6.3265,99.8432,80.6,78,20,3.44,MY
Qaanaaq,77.484,-69.3632,-8.7,62,0,5.03,GL
Vila Franca do Campo,37.7167,-25.4333,60.8,88,75,6.91,PT
Saint George,37.1041,-113.5841,64.4,25,20,11.5,US
Dikson,73.5069,80.5464,-28.17,99,80,6.87,RU
Rio Grande,-32.035,-52.0986,70.9,76,0,9.37,BR
Bo Rai,12.5728,102.5371,80.01,99,93,2.17,TH
Panabá,21.2833,-88.2667,87.93,43,1,15.75,MX
Chittarkonda,18.1167,82.0833,68.0,62,0,3.0,IN
Yenagoa,4.9247,6.2642,77.81,82,100,7.11,NG
Kiryat Gat,31.61,34.7642,59.0,100,0,0.22,IL
Saskylakh,71.9167,114.0833,-24.59,96,96,3.47,RU
Twentynine Palms,34.1356,-116.0542,62.6,34,20,42.57,US
Pringsewu,-5.3582,104.9744,73.33,98,100,2.59,ID
Lethem,3.3803,-59.7968,83.55,64,67,7.16,GY
Liepāja,56.5419,21.0367,37.4,93,90,3.44,LV
Yumen,40.2833,97.2,26.83,22,0,13.91,CN
Mezen',65.8522,44.24,21.9,97,99,1.45,RU
Neyshabur,36.2133,58.7958,46.29,38,96,1.99,IR
Jalu,29.0331,21.5482,55.08,73,0,10.29,LY
Dongsheng,39.8161,109.9776,29.17,29,98,4.7,CN
Norman Wells,65.282,-126.8329,1.4,71,75,3.44,CA
Rosarito,32.3333,-117.0333,55.4,87,90,11.5,MX
Bilma,18.6853,12.9164,78.93,15,0,11.61,NE
Suntar,62.1444,117.6319,12.81,90,100,7.11,RU
Todos Santos,23.45,-110.2167,70.0,62,0,5.01,MX
Zhezkazgan,47.8043,67.7144,3.69,85,99,7.27,KZ
São João da Barra,-21.6403,-41.0511,77.25,85,82,13.53,BR
Guane,22.2025,-84.0875,79.05,72,2,9.06,CU
Chui,-33.6971,-53.4616,66.47,89,55,6.89,UY
Río Gallegos,-51.6226,-69.2181,53.6,66,40,29.93,AR
Frontera,26.9333,-101.45,88.0,10,0,5.95,MX
Nyurba,63.2842,118.3319,10.58,93,100,9.06,RU
Sabancuy,18.9667,-91.1833,84.6,58,0,8.03,MX
San Quintín,30.4833,-115.95,60.22,67,17,17.49,MX
Birin,26.8865,88.0718,53.96,56,0,4.41,NP
Ternate,0.8,127.4,81.43,77,6,2.66,ID
Ahipara,-35.1667,173.1667,69.24,72,100,0.63,NZ
Ouallam,14.3188,2.0866,79.39,22,45,2.98,NE
Kiunga,-6.1219,141.2906,71.78,99,100,4.59,PG
Biak,-0.9131,122.8766,77.94,85,61,1.68,ID
Marang,5.2056,103.2059,75.2,94,20,2.3,MY
Pevek,69.7008,170.3133,-7.94,87,73,8.61,RU
Pallāvaram,12.9761,80.1836,75.2,88,20,5.1,IN
Ugoofaaru,5.6667,73.0,82.76,75,19,12.17,MV
Matara,5.9485,80.5353,74.79,87,93,5.73,LK
Iranshahr,27.2025,60.6848,64.65,46,55,2.66,IR
Ancud,-41.8697,-73.8203,57.99,82,90,4.61,CL
Ossora,59.2353,163.0719,11.48,79,3,0.89,RU
Saint-Philippe,-21.3585,55.7679,78.8,73,0,4.61,RE
Avilés,43.5547,-5.9248,48.99,93,20,3.44,ES
Fare,-16.7,-151.0167,82.42,78,86,11.39,PF
Dosso,13.049,3.1937,89.98,23,100,5.93,NE
Kuteynykove,47.8123,38.2882,34.11,90,48,13.78,UA
Pekan,3.4836,103.3996,75.2,88,20,3.44,MY
Husavik,66.0449,-17.3389,32.0,86,90,11.5,IS
Villa Carlos Paz,-31.4241,-64.4978,70.0,89,65,1.99,AR
Dzerzhinskoye,56.8344,95.2283,11.57,91,100,5.57,RU
Ilulissat,69.2167,-51.1,33.8,40,98,17.27,GL
São Filipe,14.8961,-24.4956,72.32,70,95,7.56,CV
Tromsø,69.6496,18.957,28.4,74,40,5.75,NO
Port Alfred,-33.5906,26.891,66.0,93,92,1.99,ZA
Tacuarembó,-31.7333,-55.9833,71.6,53,39,8.7,UY
Geraldton,-28.7667,114.6,77.0,25,90,16.11,AU
Mahébourg,-20.4081,57.7,78.8,83,40,9.22,MU
Havre-St-Pierre,50.2334,-63.5986,6.8,43,1,13.8,CA
Kavaratti,10.5669,72.642,82.22,72,89,8.05,IN
Mar del Plata,-38.0023,-57.5575,75.2,64,0,10.36,AR
Havelock,34.8791,-76.9013,48.99,40,75,9.22,US
Ola,59.5833,151.2833,15.42,82,99,6.89,RU
Kostanay,53.1667,63.5833,-2.2,71,0,13.42,KZ
The Valley,18.217,-63.0578,79.0,69,20,5.75,AI
Acapulco de Juárez,16.8634,-99.8901,84.2,70,40,10.36,MX
Evensk,61.95,159.2333,5.61,91,100,4.7,RU
Bījār,35.8668,47.6051,40.39,75,26,4.83,IR
Kahului,20.8947,-156.47,78.8,69,40,8.05,US
Kutum,14.2,24.6667,69.84,9,0,7.29,SD
Russell,32.3502,-85.1999,80.6,41,90,12.66,US
Poum,-20.2333,164.0167,79.65,71,0,4.52,NC
Atar,20.5169,-13.0499,75.42,20,0,7.4,MR
Vestmannaeyjar,63.4427,-20.2734,44.51,73,99,22.3,IS
Yellowknife,62.456,-114.3525,1.0,65,1,9.22,CA
Dryden,49.7833,-92.7503,44.6,23,1,13.8,CA
Stromness,58.965,-3.296,41.0,87,75,4.61,GB
Kavieng,-2.5744,150.7967,84.18,66,32,4.85,PG
Bossangoa,6.4926,17.4552,75.87,65,100,5.97,CF
Lakes Entrance,-37.8811,147.981,61.0,95,50,1.99,AU
Vangaindrano,-23.35,47.6,73.54,91,42,0.67,MG
Magadan,59.5667,150.8,17.85,83,100,6.15,RU
Yar-Sale,66.8333,70.8333,10.13,96,97,6.31,RU
Cumaral,4.2708,-73.4867,79.79,69,77,5.57,CO
Usinsk,65.9939,57.5281,24.3,95,99,13.0,RU
Kirakira,-10.4544,161.9205,82.49,76,93,6.11,SB
Uribia,11.7139,-72.266,81.63,64,82,20.27,CO
Lavrentiya,65.5833,-171.0,17.74,92,86,3.65,RU
Yondó,7.0062,-73.9097,82.09,73,83,2.91,CO
Ayan,56.45,138.1667,15.39,79,100,13.73,RU
Jinchang,38.4953,102.1739,32.95,31,19,0.43,CN
Suez,29.9737,32.5263,62.35,64,41,12.35,EG
Severo-Kuril'sk,50.6789,156.125,36.41,98,100,24.92,RU
Hollola,61.05,25.4333,30.99,99,100,1.99,FI
Kuala Terengganu,5.3302,103.1408,75.2,94,20,2.3,MY
Victor Harbor,-35.5667,138.6167,62.01,89,92,10.78,AU
Heihe,50.2441,127.4902,15.8,73,75,17.9,CN
Xining,36.6167,101.7667,38.68,47,1,2.93,CN
Tucuruí,-3.7661,-49.6725,75.79,90,96,1.92,BR
Verkhnyaya Balkariya,43.1279,43.4573,33.8,80,90,4.47,RU
Ipirá,-12.1583,-39.7372,74.48,73,10,15.46,BR
Klaksvík,62.2266,-6.589,41.0,93,90,14.97,FO
Sitka,57.0531,-135.33,37.4,93,90,4.61,US
Beira,-19.8436,34.8389,74.48,82,0,1.68,MZ
Natal,-5.795,-35.2094,82.4,69,20,12.66,BR
Thinadhoo,0.5333,72.9333,82.29,73,100,8.77,MV
Katsuura,35.1333,140.3,59.0,58,75,17.27,JP
Eilat,29.5581,34.9482,68.0,60,0,4.61,IL
Adrar,20.5022,-10.0711,74.44,20,0,9.44,MR
Te Anau,-45.4167,167.7167,52.48,69,74,3.33,NZ
Nacala,-14.5428,40.6728,74.12,96,91,4.92,MZ
Grand Gaube,-20.0064,57.6608,78.01,85,9,1.99,MU
Ponta do Sol,32.6667,-17.1,60.8,67,40,14.97,PT
Comodoro Rivadavia,-45.8667,-67.5,69.8,40,20,8.05,AR
Longyearbyen,78.2186,15.6401,-4.0,71,40,2.3,SJ
Yinchuan,38.4681,106.2731,37.99,13,99,5.37,CN
Nishihara,26.1842,127.7558,69.8,64,40,6.91,JP
Hasaki,35.7333,140.8333,53.6,76,75,8.05,JP
Tukan,53.8409,57.4552,7.5,79,100,4.59,RU
Alofi,-19.0595,-169.9187,84.2,74,40,8.05,NU
Masvingo,-20.0637,30.8277,61.72,83,0,5.14,ZW
Pacaembu,-21.5622,-51.2606,77.11,66,62,3.67,BR
Bereda,43.2686,-7.5406,44.01,99,16,3.0,ES
Khatanga,71.9667,102.5,-26.03,97,100,8.43,RU
Yong’an,39.6957,113.6871,30.97,18,13,2.71,CN
Sehithwa,-20.4667,22.7167,70.25,57,7,5.19,BW
Morro Bay,35.3658,-120.8499,54.0,69,40,10.0,US
Bairiki Village,1.3292,172.9752,84.2,74,40,11.5,KI
Kalāleh,37.3807,55.4916,46.71,63,98,1.68,IR
Rafai,4.95,23.9167,68.81,96,100,3.38,CF
Alta Floresta,-9.8756,-56.0861,74.37,92,80,2.1,BR
Okha,53.5739,142.9478,27.81,83,0,4.81,RU
Launceston,-41.45,147.1667,59.0,62,90,9.22,AU
Naze,28.3667,129.4833,68.0,73,75,10.36,JP
Tezu,27.9167,96.1667,69.39,52,51,3.53,IN
Pilar do Sul,-23.8131,-47.7164,68.88,94,56,6.91,BR
Beringovskiy,63.05,179.3167,2.16,74,0,6.02,RU
‘Āhuimanu,21.4447,-157.8378,80.6,83,90,8.05,US
Ierapetra,35.01,25.7353,55.99,52,7,15.77,GR
Sahuaripa,29.05,-109.2333,81.93,9,58,15.9,MX
Digby,44.6169,-65.7655,17.6,62,100,6.91,CA
Yur’yevets,57.3201,43.1041,33.3,98,100,11.05,RU
Mount Gambier,-37.8333,140.7667,57.2,82,90,8.05,AU
Mombetsu,44.3525,143.3525,30.99,74,19,5.01,JP
Iqaluit,63.7506,-68.5145,-18.0,63,20,13.8,CA
Kumul,42.8,93.45,36.88,33,3,3.09,CN
Cidreira,-30.1811,-50.2056,73.53,78,55,10.07,BR
Arrondissement de Saint-Claude,46.5,5.8333,39.0,97,65,2.66,FR
Fomboni,-12.28,43.7425,83.7,64,21,5.12,KM
Prainha,-1.8,-53.48,77.81,82,19,3.2,BR
Mariehamn,60.0973,19.9348,30.2,93,20,2.3,AX
Maxixe,-23.8597,35.3472,75.47,91,2,6.04,MZ
Am Timan,11.0297,20.2827,84.47,34,42,4.03,TD
Bandarbeyla,9.4942,50.8122,78.13,80,78,12.03,SO
General Roca,-39.0333,-67.5833,87.8,35,20,6.91,AR
Solwezi,-12.1688,26.3894,62.19,96,100,2.44,ZM
Tautira,-17.7333,-149.15,87.8,58,20,3.44,PF
Vardø,70.3705,31.1107,32.0,80,75,11.5,NO
Havøysund,70.9963,24.6622,23.0,80,0,10.0,NO
Villa Guerrero,18.8667,-99.65,91.4,21,20,5.75,MX
Bonthe,7.5264,-12.505,78.76,76,70,7.67,SL
Huarmey,-10.0681,-78.1522,75.69,72,81,9.82,PE
Plácido de Castro,-10.3353,-67.1856,76.23,92,37,0.94,BR
Papara,-3.9839,-38.7273,82.0,78,0,2.3,BR
Fukuechō,32.6881,128.8419,63.3,83,82,19.28,JP
Kalmunai,7.4167,81.8167,78.55,80,57,5.08,LK
Taksimo,56.3444,114.8794,-6.11,76,47,0.2,RU
Itatiaia,-22.4961,-44.5633,70.84,92,98,1.61,BR
Fairbanks,64.8378,-147.7164,14.0,61,90,1.3,US
Zimmi,7.3153,-11.3061,76.23,89,69,1.81,SL
Port Antonio,18.18,-76.4612,82.4,69,20,18.41,JM
Eskişehir,39.7767,30.5206,48.99,81,75,5.75,TR
Mayumba,-3.432,10.6554,76.6,88,97,5.26,GA
Road Town,18.4167,-64.6167,77.0,78,40,9.22,VG
La Goulette,36.8181,10.305,55.4,71,40,8.05,TN
Kigoma,-4.8769,29.6267,74.41,77,64,3.94,TZ
Jahāzpur,25.6167,75.2833,71.65,25,0,3.47,IN
Rāvar,31.2656,56.8055,53.08,38,56,0.65,IR
Narasannapeta,18.4167,84.05,72.37,89,0,3.8,IN
Piterka,50.6803,47.4454,18.37,75,82,11.3,RU
Qaqortoq,60.7167,-46.0333,39.2,48,90,5.75,GL
Micheweni,-4.9667,39.8333,80.31,77,48,6.29,TZ
Alexandria,31.2156,29.9553,59.0,88,0,2.3,EG
Copiapó,-27.3667,-70.3333,69.8,49,0,13.8,CL
Cockburn Town,21.4612,-71.1419,74.84,64,12,15.3,TC
Port Hawkesbury,45.6169,-61.3485,14.0,79,75,9.22,CA
Codrington,-38.2667,141.9667,58.59,74,93,9.22,AU
Stepnyak,52.8339,70.7803,4.73,76,14,14.38,KZ
Bambous Virieux,-20.3428,57.7575,78.8,83,40,9.22,MU
Wahiawā,21.5028,-158.0236,80.01,78,75,10.36,US
Picos,-7.0769,-41.4669,75.02,80,56,4.38,BR
Najrān,17.4924,44.1277,68.0,28,0,3.44,SA
Bonavista,48.6499,-53.1147,26.01,100,100,5.75,CA
Lebu,-37.6167,-73.65,56.16,81,45,5.73,CL
North Bend,43.4065,-124.2243,50.0,57,1,18.41,US
Half Moon Bay,37.4636,-122.4286,53.01,66,20,25.32,US
Mporokoso,-9.3727,30.125,60.15,91,31,3.02,ZM
Ilo,-17.6394,-71.3375,72.03,81,63,7.05,PE
Melton,-37.6833,144.5833,61.0,78,92,5.26,AU
Bathsheba,13.2167,-59.5167,78.8,69,40,13.8,BB
Gizo Government Station,-8.103,156.8419,83.59,63,47,4.29,SB
Hobyo,5.3505,48.5268,79.12,77,91,13.06,SO
Manaus,-3.1019,-60.025,82.4,78,40,2.3,BR
College,64.8569,-147.8028,14.0,61,90,1.16,US
Rauma,61.1272,21.5113,32.0,100,90,4.61,FI
Honiara,-9.4333,159.95,84.65,65,52,3.24,SB
Labuhan,-6.8844,112.2051,77.32,88,43,3.87,ID
Port Augusta,-32.5,137.7667,66.99,77,0,6.91,AU
Tsurib,42.2368,46.8307,33.08,74,99,12.68,RU
Boddam,57.4667,-1.7833,41.0,100,75,2.3,GB
Meulaboh,4.1363,96.1285,77.5,87,100,2.95,ID
Tateyama,34.9833,139.8667,59.0,58,75,17.27,JP
Samarai,-10.6167,150.6667,83.35,72,81,6.11,PG
Phan Thiet,10.9333,108.1,69.26,88,9,4.59,VN
Gobabis,-22.45,18.9667,66.7,74,70,7.31,NA
Ballina,-28.8667,153.5667,73.4,60,100,17.27,AU
Lensk,60.7253,114.9278,11.17,90,100,11.48,RU
Cayenne,4.9333,-52.3333,80.01,83,75,3.44,GF
Al Bardīyah,31.7561,25.0865,58.14,63,0,15.9,LY
Jatai,-17.8814,-51.7144,71.46,87,100,0.78,BR
Bontang,0.1333,117.5,77.67,85,74,4.83,ID
San Patricio,28.017,-97.5169,73.0,83,90,9.22,US
Léo,11.1,-2.1,83.08,20,10,4.76,BF
Atambua,-9.1061,124.8925,75.92,81,100,2.64,ID
Kommunar,59.6206,30.39,34.0,93,90,11.18,RU
Foz do Iguaçu,-25.5478,-54.5881,89.6,51,0,5.75,BR
Laguna,38.421,-121.4238,55.99,50,75,6.91,US
Tuatapere,-46.1333,167.6833,53.01,81,78,15.01,NZ
Filingué,14.3521,3.3168,83.01,18,96,1.81,NE
Chokurdakh,70.6333,147.9167,-4.61,97,100,8.55,RU
Bac Lieu,9.285,105.7244,74.1,87,68,6.73,VN
Hay River,60.8156,-115.7999,19.4,45,1,6.91,CA
Rodrigues Alves,-7.738,-72.6509,84.2,74,40,4.61,BR
Bella Union,-30.2752,-57.6007,79.41,34,38,8.23,UY
Krompachy,48.9145,20.8751,39.2,65,0,17.27,SK
Muros,42.7762,-9.0603,51.01,83,54,1.99,ES
Oktyabr'skiy,54.4815,53.471,6.03,86,6,10.49,RU
Novoagansk,61.9449,76.6625,11.32,95,99,8.86,RU
Palora,-1.7,-77.9333,71.6,83,75,2.3,EC
Clifton Springs,-38.15,144.5667,62.01,67,90,8.05,AU
Tabou,4.423,-7.3528,79.02,87,98,7.78,CI
Shawnee,39.05,-95.7669,52.0,82,90,9.22,US
Rincon,32.296,-81.2354,62.6,63,90,10.36,US
Karratha,-20.7377,116.8463,83.62,53,86,3.4,AU
Hamilton,39.1834,-84.5333,35.01,86,90,13.8,US
Sungai Penuh,-2.0833,101.3833,64.65,96,91,1.68,ID
Santa Luzia,-19.7697,-43.8514,78.8,57,0,9.22,BR
Kushmurun,52.4503,64.6311,-1.64,86,26,10.2,KZ
Cururupu,-1.8283,-44.8683,74.84,91,17,3.09,BR
Berdigestyakh,62.0989,126.6992,-1.86,97,93,6.8,RU
Barwāni,22.0333,74.9,76.08,21,0,5.68,IN
Rāmpura,30.25,75.2333,63.55,39,0,5.23,IN
Trelew,-43.249,-65.3051,72.43,36,78,15.5,AR
Gijang,35.2442,129.2139,55.4,88,75,4.61,KR
Haines Junction,60.7522,-137.5108,28.4,43,100,5.75,CA
Gimli,50.6336,-96.9907,37.4,52,100,10.36,CA
Awjilah,29.1081,21.2869,55.24,74,1,9.73,LY
Moerai,-22.4333,-151.3333,79.9,77,20,21.14,PF
Cassano delle Murge,40.8928,16.7678,41.0,75,0,10.36,IT
Inhambane,-23.865,35.3833,76.33,89,1,6.76,MZ
Cuencamé de Ceniceros,24.8711,-103.6964,85.87,4,6,9.62,MX
Aksarka,66.5606,67.7975,12.58,95,100,4.27,RU
Srednekolymsk,67.45,153.6833,-2.94,76,100,3.8,RU
Omsukchan,62.5333,155.8,3.96,95,100,8.43,RU
Lorengau,-2.0226,147.2712,85.33,62,100,6.89,PG
Vila Velha,-20.3297,-40.2925,79.0,73,0,12.66,BR
Ibipeba,-11.6408,-42.0111,75.04,58,95,6.26,BR
Grieskirchen,48.2333,13.8333,39.0,85,84,10.0,AT
Alekseyevsk,57.8406,108.3492,5.41,95,100,5.17,RU
Zigong,29.3416,104.7769,66.9,77,99,2.04,CN
Nardaran,40.5561,50.0056,44.6,87,75,11.5,AZ
Liaocheng,36.4439,115.9647,40.48,30,1,8.68,CN
Deputatsky,69.3,139.9,-19.93,93,100,7.31,RU
Darnah,32.767,22.6367,56.37,65,5,17.76,LY
Winnemucca,40.973,-117.7357,37.4,65,90,20.71,US
Petatlán,17.5167,-101.2667,86.0,66,20,5.75,MX
Itoman,26.1247,127.6694,69.8,78,20,6.91,JP
Korla,41.7597,86.1469,44.11,41,90,24.49,CN
Rusape,-18.5278,32.1284,58.84,95,5,2.08,ZW
Mackay,-21.15,149.2,84.0,88,60,3.44,AU
Guerrero Negro,27.9769,-114.0611,60.69,63,94,20.67,MX
Christchurch,-43.5333,172.6333,66.99,72,40,23.02,NZ
Ligayan,4.6533,119.4706,83.37,73,1,6.08,PH
Cabedelo,-6.9811,-34.8339,80.6,78,20,11.5,BR
Kruisfontein,-34.0033,24.7314,64.0,94,100,7.29,ZA
Zhangye,38.9342,100.4517,33.71,28,35,2.89,CN
Margate,51.3813,1.3862,45.0,79,82,8.5,GB
Kawalu,-7.3817,108.2082,71.31,93,82,1.66,ID
Iberia,29.9502,-91.7507,79.0,69,20,13.8,US
