City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country
Mar del Plata,-38.0023,-57.5575,55.99,50,0,18.99,AR
Klaksvík,62.2266,-6.589,47.32,94,100,38.59,FO
Souillac,-20.5167,57.5167,72.36,88,75,11.5,MU
Port Elizabeth,-33.918,25.5701,57.09,71,5,9.64,ZA
Trincomalee,8.5711,81.2335,79.5,83,96,9.91,LK
Wichita Falls,33.9137,-98.4934,83.46,39,1,9.22,US
The Pas,53.8251,-101.2541,68.59,30,100,8.59,CA
Cherskiy,68.75,161.3,17.42,97,96,3.53,RU
Vardø,70.3705,31.1107,50.2,81,0,16.11,NO
Mayo,38.8876,-76.5119,88.23,72,44,1.99,US
Līsakovsk,52.5369,62.4936,35.78,78,58,12.3,KZ
Talnakh,69.4865,88.3972,17.92,96,99,1.34,RU
Norman Wells,65.282,-126.8329,35.64,93,90,20.71,CA
Jamestown,42.097,-79.2353,68.02,71,90,4.0,US
Mmathubudukwane,-24.6,26.4333,70.66,11,0,7.16,BW
Mahébourg,-20.4081,57.7,72.25,79,12,16.55,MU
Kruisfontein,-34.0033,24.7314,54.88,72,94,6.13,ZA
Davenda,53.5556,119.317,31.3,75,9,2.82,RU
Itoman,26.1247,127.6694,80.98,65,20,13.8,JP
Juba,4.8517,31.5825,73.09,82,90,1.74,SS
Hilo,19.7297,-155.09,77.11,81,90,3.44,US
Ust-Maya,60.4167,134.5333,29.79,90,100,5.46,RU
Provideniya,64.3833,-173.3,26.19,80,53,2.57,RU
Ayagoz,47.9714,80.4392,38.64,59,100,4.72,KZ
Tiksi,71.6872,128.8694,24.51,90,96,10.25,RU
Hobart,-42.8794,147.3294,54.1,92,75,0.0,AU
Paamiut,61.994,-49.6678,39.99,72,0,8.34,GL
Kyren,51.6828,102.1408,28.31,87,54,2.42,RU
Arraial do Cabo,-22.9661,-42.0278,80.46,69,0,18.41,BR
Mikuni,36.2171,136.1519,64.31,79,0,9.6,JP
Esna,25.2934,32.554,80.42,33,0,15.17,EG
Broken Hill,-31.95,141.4333,50.22,61,0,10.67,AU
Pisco,-13.7,-76.2167,68.05,64,0,18.41,PE
Tuktoyaktuk,69.4541,-133.0374,33.8,100,90,14.97,CA
Goderich,43.7501,-81.7165,71.2,95,99,0.94,CA
Dikson,73.5069,80.5464,34.79,98,100,23.38,RU
Albany,42.6001,-73.9662,66.74,87,100,0.25,US
Mataura,-46.1927,168.8643,44.47,90,100,7.27,NZ
Saint-Philippe,-21.3585,55.7679,72.99,82,44,14.58,RE
Narsaq,60.9167,-46.05,44.82,57,0,6.17,GL
Impfondo,1.6381,18.0667,73.78,88,90,1.97,CG
Chicama,-7.8447,-79.1469,63.14,59,28,11.88,PE
Olinda,-8.0089,-34.8553,80.33,74,75,8.05,BR
Seydi,39.4816,62.9137,52.48,24,0,10.71,TM
Buchanan,5.8808,-10.0467,80.56,86,81,4.83,LR
Hailar,49.2,119.7,34.18,92,100,5.61,CN
Belyy Yar,53.6039,91.3903,28.29,86,34,2.24,RU
Lufilufi,-13.8745,-171.5986,77.79,77,18,21.47,WS
Jacqueville,5.2052,-4.4146,78.71,88,81,5.57,CI
Corn Island,12.1694,-83.0418,83.03,73,40,9.26,NI
Khatanga,71.9667,102.5,17.01,95,99,10.42,RU
Lamar,33.6668,-95.5836,84.97,53,75,6.91,US
Copiapó,-27.3667,-70.3333,58.69,19,0,10.27,CL
Cidreira,-30.1811,-50.2056,67.95,84,100,8.37,BR
Rosarito,32.3333,-117.0333,97.41,44,100,3.74,MX
Loíza,18.4313,-65.8802,91.2,60,75,12.66,PR
Mareeba,-17.0,145.4333,69.44,94,33,2.98,AU
Tashtyp,52.7939,89.8983,29.46,72,98,1.9,RU
Ostrovnoy,68.0531,39.5131,44.51,87,21,20.83,RU
Yeniseysk,58.4497,92.1703,29.39,89,97,3.0,RU
Qaanaaq,77.484,-69.3632,31.69,98,100,7.43,GL
Atar,20.5169,-13.0499,99.55,8,27,7.99,MR
Severo-Kuril'sk,50.6789,156.125,47.25,80,71,40.22,RU
Chokurdakh,70.6333,147.9167,19.99,96,96,8.68,RU
São Filipe,14.8961,-24.4956,80.38,76,100,7.02,CV
Zyryanka,65.75,150.85,22.75,96,86,7.78,RU
‘Āhuimanu,21.4447,-157.8378,82.11,79,40,8.05,US
Sorong,-0.8833,131.25,77.14,88,100,9.86,ID
Sola,-13.8833,167.55,79.52,77,33,7.83,VU
Yellowknife,62.456,-114.3525,49.28,45,5,11.01,CA
Wau,7.7029,27.9953,73.54,84,100,1.61,SS
Takoradze,4.8845,-1.7554,78.1,88,100,9.08,GH
Huarmey,-10.0681,-78.1522,68.45,73,76,12.17,PE
Port Charlotte,26.9762,-82.0906,91.0,48,40,7.0,US
Arrecife,28.963,-13.5477,73.47,73,20,13.8,ES
Hasaki,35.7333,140.8333,64.8,81,0,8.66,JP
Ilulissat,69.2167,-51.1,30.22,59,100,3.44,GL
Barrow,71.2906,-156.7887,30.22,80,90,11.5,US
Tiarei,-17.5333,-149.3333,80.62,76,7,8.84,PF
Nayoro,44.3506,142.4578,62.37,88,100,18.75,JP
Pevek,69.7008,170.3133,23.65,91,99,8.37,RU
Sioux Lookout,50.1001,-91.917,60.87,67,75,3.44,CA
Yangi Marg`ilon,40.4272,71.7189,57.92,72,75,2.3,UZ
Saint George,37.1041,-113.5841,88.27,20,1,3.0,US
Lebu,-37.6167,-73.65,52.74,70,1,22.24,CL
Nome,64.5011,-165.4064,28.47,74,1,6.91,US
Hamilton,39.1834,-84.5333,72.25,99,100,8.16,US
Sambava,-14.2667,50.1667,71.6,88,22,7.78,MG
Parli,18.8486,76.5297,78.21,78,28,0.18,IN
Faanui,-16.4833,-151.75,78.69,70,17,12.01,PF
Sumbe,-11.2061,13.8437,73.04,80,97,4.83,AO
Merauke,-8.4667,140.3333,76.42,82,93,3.6,ID
Bambanglipuro,-7.95,110.2833,58.6,79,65,5.44,ID
Kofelē,7.0667,38.7833,51.58,89,97,5.39,ET
Nishihara,26.1842,127.7558,80.26,65,20,13.8,JP
Saldanha,-33.0117,17.9442,56.28,70,0,24.52,ZA
Fort Nelson,58.8053,-122.7002,49.23,38,95,8.25,CA
Kapaa,22.0752,-159.319,80.58,83,90,4.0,US
Opuwo,-18.0607,13.84,70.9,22,0,8.1,NA
Zhezkazgan,47.8043,67.7144,45.37,78,96,10.56,KZ
Port Blair,11.6667,92.75,80.38,81,20,6.31,IN
Hithadhoo,-0.6,73.0833,83.23,75,86,16.98,MV
Zeya,53.75,127.2667,30.52,76,0,5.44,RU
Khorixas,-20.3667,14.9667,62.53,46,1,9.42,NA
Ust-Kuyga,70.0167,135.6,19.98,95,96,4.68,RU
Rudnogorsk,57.2639,103.7519,33.76,99,100,0.34,RU
Amarwāra,22.3,79.1667,71.74,89,63,2.84,IN
Nazareno,25.3833,-103.4167,77.31,75,92,4.88,MX
Muscat,23.6139,58.5922,78.82,77,100,11.5,OM
Blackwater,-23.5833,148.8833,67.12,85,0,7.47,AU
Ahipara,-35.1667,173.1667,60.26,98,100,8.05,NZ
Wangqing,43.3218,129.7634,58.19,99,100,3.27,CN
Chui,-33.6971,-53.4616,61.56,55,26,12.21,UY
Metro,-5.1131,105.3067,75.78,87,100,6.02,ID
Jaisalmer,26.9147,70.9181,86.04,59,1,19.98,IN
Show Low,34.2542,-110.0298,71.31,35,75,4.61,US
Nouadhibou,20.931,-17.0347,71.58,83,0,14.97,MR
Port Hardy,50.6996,-127.4199,50.76,72,93,2.28,CA
Quatre Cocos,-20.2078,57.7625,72.09,80,18,15.93,MU
Loandjili,-4.7561,11.8578,76.39,81,69,8.99,CG
Santiago del Estero,-27.7951,-64.2615,61.81,29,100,5.26,AR
Tangshan,39.6333,118.1833,65.86,71,100,12.39,CN
Kutum,14.2,24.6667,82.42,24,78,4.05,SD
Hofn,64.2539,-15.2082,47.35,80,100,18.34,IS
Winkler,49.1817,-97.941,75.92,23,95,6.49,CA
Juneau,58.3019,-134.4197,41.22,94,90,6.91,US
Meulaboh,4.1363,96.1285,75.38,86,22,3.85,ID
East London,-33.0153,27.9116,59.22,67,44,5.35,ZA
Padang,-0.9492,100.3543,77.43,87,94,2.71,ID
Pochutla,15.7432,-96.4661,88.83,57,15,5.86,MX
Ponta do Sol,32.6667,-17.1,77.0,76,100,3.74,PT
Nanortalik,60.1432,-45.2371,40.82,72,0,5.23,GL
Guiren,33.6697,118.1889,80.01,78,32,7.65,CN
Guerrero Negro,27.9769,-114.0611,85.93,39,24,3.38,MX
Gopālpur,19.2667,84.9167,81.12,81,91,8.52,IN
Biryusinsk,55.9634,97.8235,32.27,78,100,1.9,RU
Kieta,-6.2167,155.6333,78.1,83,100,3.71,PG
La Ronge,55.1001,-105.2842,62.85,31,20,4.61,CA
Grand Gaube,-20.0064,57.6608,72.37,73,4,5.99,MU
Cockburn Town,21.4612,-71.1419,83.16,70,89,18.45,TC
Egvekinot,66.3167,-179.1667,25.52,97,100,3.42,RU
Terney,45.0503,136.6092,57.85,83,100,6.46,RU
Grindavik,63.8424,-22.4338,46.35,87,0,21.85,IS
Tottori-shi,35.5,134.2333,66.27,69,0,10.96,JP
Banda Aceh,5.5577,95.3222,79.79,82,69,8.34,ID
Marovoay,-16.1,46.6333,73.54,69,50,3.38,MG
Biak,-0.9131,122.8766,75.61,80,93,7.81,ID
Lensk,60.7253,114.9278,29.5,89,100,3.89,RU
Saint-François,46.4154,3.9054,55.47,100,100,3.44,FR
Brae,60.3964,-1.353,49.91,87,100,34.07,GB
Granada,37.1882,-3.6067,62.29,93,20,1.01,ES
Kavieng,-2.5744,150.7967,80.92,74,100,2.73,PG
Mayumba,-3.432,10.6554,76.48,83,96,6.85,GA
Clyde River,70.4692,-68.5914,38.37,80,75,2.77,CA
Tuatapere,-46.1333,167.6833,44.82,94,100,3.27,NZ
Lerwick,60.1545,-1.1494,50.0,89,100,36.08,GB
Saint Anthony,45.0205,-93.218,72.01,69,1,1.01,US
Taoudenni,22.6783,-3.9836,99.7,8,81,10.09,ML
Monroe,43.1501,-77.6831,69.46,94,90,5.75,US
Castlerea,53.7667,-8.5,47.01,95,16,7.34,IE
Caravelas,-17.7125,-39.2481,80.08,72,5,14.32,BR
Ilhéus,-14.7889,-39.0494,82.22,74,20,9.22,BR
Bījār,35.8668,47.6051,64.45,26,79,8.34,IR
Harper,4.375,-7.7169,78.42,88,100,7.23,LR
San Cristobal,7.7669,-72.225,84.38,51,24,7.05,VE
Meridian,43.6121,-116.3915,78.17,25,1,1.01,US
Fortuna,40.5982,-124.1573,59.92,88,20,9.22,US
Dudinka,69.4058,86.1778,17.83,95,99,1.21,RU
Gaza,31.5,34.4667,76.98,63,98,9.31,PS
Bethanien,-26.502,17.1583,64.87,21,0,7.94,NA
Bonavista,48.6499,-53.1147,58.12,88,69,12.3,CA
Laas,46.6166,10.7002,58.08,97,89,5.59,IT
Carnarvon,-24.8667,113.6333,62.67,77,0,12.66,AU
Mosquera,4.7059,-74.2302,69.89,40,75,6.91,CO
Coquimbo,-29.9533,-71.3436,62.33,59,0,14.97,CL
Nizwá,22.9333,57.5333,76.64,83,100,18.05,OM
Fairbanks,64.8378,-147.7164,35.6,95,90,1.01,US
Hidalgo,20.5,-99.0,70.65,54,14,10.16,MX
Kirakira,-10.4544,161.9205,78.55,85,63,2.24,SB
Pundaguitan,6.3711,126.1689,80.56,78,100,4.9,PH
Shuangcheng,45.35,126.2833,46.08,81,99,7.45,CN
Lompoc,34.6391,-120.4579,97.21,50,1,3.0,US
Ambon City,-3.6954,128.1814,77.14,88,40,9.22,ID
Flin Flon,54.7682,-101.865,64.24,39,40,10.36,CA
Kahului,20.8947,-156.47,84.22,74,20,21.85,US
Winnemucca,40.973,-117.7357,75.25,12,1,0.0,US
Sibolga,1.7427,98.7792,77.2,79,100,2.91,ID
Ritchie,-29.038,24.6028,52.81,14,0,8.1,ZA
Saravan,39.7196,45.6483,48.85,69,6,7.18,AM
San Quintín,30.4833,-115.95,80.6,39,100,8.25,MX
Iqaluit,63.7506,-68.5145,43.7,51,82,5.01,CA
Sabang,5.8933,95.3214,81.75,77,96,10.67,ID
Longyearbyen,78.2186,15.6401,37.24,93,75,4.61,SJ
Havøysund,70.9963,24.6622,52.68,74,100,32.48,NO
Nuuk,64.1835,-51.7216,40.95,70,14,8.37,GL
Rome,43.2128,-75.4557,64.26,93,90,5.75,US
Milos,36.75,24.4333,63.32,61,60,21.68,GR
Novopokrovka,49.8425,36.5477,46.78,58,0,6.8,UA
Tukan,53.8409,57.4552,35.13,86,99,2.82,RU
Isangel,-19.55,169.2667,77.11,83,5,3.44,VU
Bengkulu,-3.8004,102.2655,75.13,91,100,3.65,ID
Aden,12.7794,45.0367,88.56,58,100,11.36,YE
Olafsvik,64.8945,-23.7142,41.25,90,100,35.03,IS
Ternate,0.8,127.4,80.55,79,100,5.19,ID
Caborca,30.5838,-111.101,87.91,20,70,3.94,MX
Terme,41.2092,36.9739,61.97,81,100,13.73,TR
Russell,32.3502,-85.1999,81.68,61,75,6.91,US
Mirabela,-16.2628,-44.1644,95.25,17,18,6.78,BR
Faya,18.3851,42.4509,64.51,42,100,0.87,SA
Mukdahan,16.5833,104.5,72.48,85,10,3.38,TH
Constitución,-35.3333,-72.4167,59.11,53,0,19.62,CL
Vila Franca do Campo,37.7167,-25.4333,74.19,83,99,4.23,PT
Rio Verde de Mato Grosso,-18.9181,-54.8442,97.97,27,97,13.82,BR
Montepuez,-13.1256,38.9997,72.81,56,21,10.83,MZ
Airai,-8.9266,125.4092,59.22,71,12,1.16,TL
Roald,62.5833,6.1333,61.72,62,0,3.44,NO
Iroquois Falls,48.7669,-80.6831,60.94,50,59,7.65,CA
Hong Kong,22.2855,114.1577,85.32,78,86,1.01,HK
Along,28.1667,94.7667,71.22,97,100,0.43,IN
Korla,41.7597,86.1469,50.27,43,0,3.87,CN
Poum,-20.2333,164.0167,74.19,87,0,14.94,NC
Mehamn,71.0357,27.8492,51.71,66,0,12.66,NO
Częstochowa,50.7965,19.1241,63.59,61,99,7.2,PL
Visby,57.6409,18.296,60.85,77,0,24.16,SE
Aksarka,66.5606,67.7975,29.16,76,75,7.47,RU
Khāsh,28.2211,61.2158,65.68,23,5,5.93,IR
Husavik,66.0449,-17.3389,44.22,99,100,17.38,IS
Kaitangata,-46.2817,169.8464,50.94,82,100,13.67,NZ
Bambous Virieux,-20.3428,57.7575,72.21,88,75,11.5,MU
Orsha,54.5153,30.4053,46.06,79,99,7.78,BY
Chernyshevskiy,63.0128,112.4714,29.01,97,100,3.02,RU
Labuhan,-6.8844,112.2051,78.17,76,100,11.77,ID
Buenos Aires,-34.6132,-58.3772,62.96,34,20,8.05,AR
Altay,47.8667,88.1167,33.06,44,100,4.88,CN
Bekhtery,46.251,32.2927,52.0,54,75,9.62,UA
Saskylakh,71.9167,114.0833,16.77,93,98,10.45,RU
Avarua,-21.2078,-159.775,75.25,73,75,6.91,CK
Haapiti,-17.5667,-149.8667,80.33,73,11,9.44,PF
Andes,5.6561,-75.8788,80.67,59,53,2.73,CO
Mt. Pleasant,32.7941,-79.8626,79.07,85,75,1.01,US
Jacareacanga,-6.2222,-57.7528,97.45,31,99,4.83,BR
São José da Coroa Grande,-8.8978,-35.1478,79.66,74,18,11.3,BR
Mbale,1.0821,34.175,65.62,87,88,3.6,UG
Saint Paul Harbor,57.79,-152.4072,42.31,52,1,14.97,US
San Miguel de Tucumán,-26.8241,-65.2226,57.2,51,100,4.61,AR
Bousso,10.4795,16.7117,79.03,76,24,5.77,TD
Nyrob,60.733,56.7202,30.49,83,11,2.77,RU
Pierre,44.3683,-100.351,78.28,39,1,1.99,US
Hervey Bay,-25.2986,152.8535,73.04,94,9,14.5,AU
San Borja,-14.8167,-66.85,98.65,31,99,7.83,BO
Margate,51.3813,1.3862,56.03,81,0,1.99,GB
Acapulco de Juárez,16.8634,-99.8901,89.42,62,1,6.91,MX
San Andrés,12.5847,-81.7006,87.82,74,75,10.36,CO
Beloha,-25.1667,45.05,71.94,79,2,1.83,MG
Bhādāsar,28.2833,74.3167,87.03,50,0,9.48,IN
Yerbogachën,61.2767,108.0108,33.78,84,100,4.63,RU
Te Anau,-45.4167,167.7167,45.18,98,100,3.4,NZ
Katsuura,35.1333,140.3,71.11,79,0,8.52,JP
Lüderitz,-26.6481,15.1594,60.31,50,78,25.55,NA
Nhulunbuy,-12.2333,136.7667,77.61,88,90,5.75,AU
Sitka,57.0531,-135.33,44.49,76,75,0.0,US
Morondava,-20.2833,44.2833,76.89,81,0,10.74,MG
Nabire,-3.3667,135.4833,75.0,91,100,3.69,ID
Abnūb,27.2696,31.1511,77.2,38,0,11.92,EG
Nacogdoches,31.6002,-94.6335,89.24,40,1,5.75,US
Waipawa,-41.4122,175.5153,52.03,92,100,3.65,NZ
Carutapera,-1.195,-46.02,85.35,64,100,11.9,BR
Dawlatabad,36.4141,64.9053,54.91,18,0,3.94,AF
Madera,37.1666,-119.8343,91.08,11,0,5.61,US
Manicoré,-5.8092,-61.3003,96.67,35,93,3.27,BR
Tomakomai,42.6369,141.6033,65.71,88,75,12.66,JP
Lagoa,39.05,-27.9833,70.77,92,41,12.26,PT
Chino Valley,34.7575,-112.4538,79.16,31,1,5.99,US
Atambua,-9.1061,124.8925,71.78,77,6,2.13,ID
Touros,-5.1989,-35.4608,85.1,65,15,17.25,BR
Jiancheng,30.391,104.5491,79.81,92,100,11.61,CN
Savannakhet,16.566,104.751,72.19,83,34,3.22,LA
Kawalu,-7.3817,108.2082,70.74,94,66,1.57,ID
Uvira,-3.4067,29.1458,72.25,87,100,7.87,CD
Molagavita,6.6732,-72.8087,70.61,65,100,3.62,CO
Gacko,43.1672,18.5353,53.73,77,2,2.42,BA
Skibbereen,51.55,-9.2667,48.0,83,98,15.12,IE
Isla Mujeres,21.2311,-86.731,84.25,70,48,10.4,MX
Teya,60.3778,92.6267,33.21,98,100,2.68,RU
Port Hedland,-20.3167,118.5667,59.05,72,5,6.91,AU
Hambantota,6.1241,81.1185,79.79,82,86,13.09,LK
Satun,6.8333,100.0,78.51,93,100,1.68,TH
Tivaouane,14.9515,-16.8129,82.74,58,27,7.85,SN
Santa Rosalía,27.3167,-112.2833,85.68,37,2,8.1,MX
Belmonte,-15.8631,-38.8828,82.4,73,8,13.27,BR
Aksu,41.1231,80.2644,53.17,53,100,7.52,CN
Shimoda,34.6667,138.95,66.11,80,24,0.92,JP
Sur,22.5667,59.5289,83.1,77,100,16.6,OM
Evensk,61.95,159.2333,40.59,62,100,20.09,RU
Lamu,-2.2717,40.902,77.22,82,49,11.7,KE
Dryden,49.7833,-92.7503,59.29,72,40,0.0,CA
Gigmoto,13.7796,124.39,80.62,87,100,12.77,PH
Towada,40.6127,141.2067,68.22,65,77,9.62,JP
Xai-Xai,-25.0519,33.6442,67.95,86,100,15.7,MZ
Walvis Bay,-22.9575,14.5053,56.35,71,0,4.61,NA
Jaraguá,-15.7569,-49.3344,91.62,30,53,7.14,BR
Borogontsy,62.6683,131.1683,24.91,92,11,4.34,RU
Kichera,55.9375,110.0997,33.35,78,100,4.07,RU
Baruun-Urt,46.6806,113.2792,33.15,88,12,3.89,MN
Castro Verde Municipality,37.6983,-8.0858,60.22,42,100,16.4,PT
Ugoofaaru,5.6667,73.0,82.18,77,10,17.18,MV
Saint-Joseph,-21.3667,55.6167,71.98,79,19,11.45,RE
Cabo San Lucas,22.8909,-109.9124,92.61,65,20,9.22,MX
Gold Coast,-28.0,153.4333,64.0,91,8,4.61,AU
Campeche,19.0,-90.5,96.28,35,98,4.41,MX
Hualmay,-11.0964,-77.6139,67.01,71,26,12.59,PE
Belen,36.4891,36.2233,69.94,57,0,11.5,TR
Upernavik,72.7868,-56.1549,30.74,92,100,4.88,GL
Lamesa,32.7376,-101.951,79.52,30,0,4.5,US
Mount Gambier,-37.8333,140.7667,48.49,95,35,14.43,AU
Omsukchan,62.5333,155.8,25.18,92,100,10.49,RU
Funadhoo,6.15,73.2667,82.36,77,66,17.18,MV
Qasigiannguit,68.8193,-51.1922,30.45,71,100,1.81,GL
Morgan City,29.6994,-91.2068,89.01,70,20,3.44,US
Dunedin,-45.8742,170.5036,46.87,92,100,12.71,NZ
Jutaí,-5.1833,-68.9,86.92,64,100,0.51,BR
Udachny,66.4167,112.4,28.02,73,100,4.7,RU
Lalibela,12.0333,39.0333,61.63,60,100,6.93,ET
Overyata,58.0868,55.8709,30.33,60,98,2.3,RU
Ezhou,30.4,114.8333,79.34,69,0,9.71,CN
Dingle,10.9995,122.6711,75.24,94,100,6.38,PH
Scarborough,54.2797,-0.4044,54.54,81,0,3.0,GB
Gonder,12.6,37.4667,56.68,89,47,5.64,ET
Hancheng,32.5186,112.3522,80.51,67,99,10.85,CN
Aklavik,68.2191,-135.0107,34.52,93,90,16.11,CA
Villazón,-22.0866,-65.5942,71.02,3,0,23.6,BO
Kangaatsiaq,68.3065,-53.4641,32.49,66,99,8.1,GL
Kailua,21.4022,-157.7394,82.38,76,40,8.05,US
Bauchi,10.5,10.0,79.74,51,6,3.42,NG
Cap Malheureux,-19.9842,57.6142,72.46,73,3,5.99,MU
Arrondissement de Marseille,43.3333,5.5,68.59,86,100,1.01,FR
Progreso,21.2833,-89.6667,92.1,61,24,14.18,MX
Ust'-Kut,56.7938,105.7672,34.68,88,100,1.7,RU
Jos,9.9167,8.9,71.67,55,76,3.4,NG
Pokhara,28.2333,83.9833,68.0,95,32,1.43,NP
Yulara,-25.2406,130.9889,53.44,40,0,8.05,AU
Port Hawkesbury,45.6169,-61.3485,61.81,73,40,5.99,CA
Cuenca,-2.8833,-78.9833,75.33,38,40,6.91,EC
Narganá,9.4428,-78.5906,82.24,81,100,6.35,PA
Palauig,15.435,119.9045,79.88,79,94,4.14,PH
Vuktyl,63.8567,57.3094,30.9,85,66,1.05,RU
Mumbai,19.0144,72.8479,84.18,89,40,3.44,IN
Barcelos,41.5388,-8.6151,60.85,75,10,4.5,PT
Gagnoa,6.1293,-5.9437,74.97,91,40,2.84,CI
Yar-Sale,66.8333,70.8333,30.29,76,100,6.6,RU
Mount Isa,-20.7333,139.5,74.97,25,6,9.22,AU
Reisterstown,39.4696,-76.8294,85.77,56,43,1.01,US
Buala,-8.145,159.5921,78.75,84,57,2.06,SB
Esperance,-33.8667,121.9,49.77,70,72,9.42,AU
Lagunas,-5.2269,-75.6753,92.88,45,100,3.76,PE
Golyshmanovo,56.3979,68.3728,30.07,92,93,10.69,RU
Sørland,67.667,12.6934,53.67,83,100,19.86,NO
Kristinestad,62.2743,21.376,54.05,78,100,23.02,FI
Gornopravdinsk,60.05,69.9,31.06,88,100,7.85,RU
Pizarro,4.9533,-77.366,82.15,76,51,9.82,CO
Santiago,-33.4569,-70.6483,74.28,23,0,6.91,CL
Ponta Delgada,37.7333,-25.6667,74.5,94,75,5.75,PT
Basco,20.4487,121.9702,84.04,75,96,22.7,PH
Alofi,-19.0595,-169.9187,73.29,94,59,10.36,NU
Bulungu,-4.55,18.6,71.69,94,100,4.61,CD
Portland,45.5234,-122.6762,69.04,64,75,1.01,US
Pangnirtung,66.1451,-65.7125,33.8,93,75,0.0,CA
Voloshka,61.3314,40.0858,42.21,87,100,3.62,RU
Mahabalipuram,12.6264,80.1722,82.45,80,13,6.2,IN
Kampene,-3.6,26.6667,68.43,95,100,2.3,CD
Iława,53.596,19.5685,62.85,67,80,13.67,PL
Kropotkin,45.4375,40.5756,57.07,48,100,18.79,RU
Angoche,-16.2325,39.9086,77.74,73,6,17.22,MZ
Vao,-22.6667,167.4833,71.65,90,0,2.84,NC
Praia da Vitória,38.7333,-27.0667,73.76,88,20,6.44,PT
Byron Bay,-28.65,153.6167,64.87,56,63,7.49,AU
Salalah,17.0151,54.0924,82.49,83,75,9.22,OM
Dwārka,22.2394,68.9678,82.27,82,7,10.47,IN
Voinka,45.8699,33.9914,56.3,62,10,13.8,UA
College,64.8569,-147.8028,35.58,96,75,5.75,US
Yenagoa,4.9247,6.2642,76.53,91,100,4.99,NG
Ayan,56.45,138.1667,39.27,62,82,14.63,RU
Richards Bay,-28.783,32.0377,60.75,85,100,6.08,ZA
Tekkali,18.6167,84.2333,78.03,84,14,4.29,IN
Hurricane,37.1753,-113.2899,86.34,23,4,4.32,US
Vila Velha,-20.3297,-40.2925,84.15,65,0,16.11,BR
San Patricio,28.017,-97.5169,92.12,54,82,8.05,US
Prescott,34.54,-112.4685,76.69,31,1,1.01,US
Filingué,14.3521,3.3168,96.8,24,71,3.8,NE
Hue,16.4667,107.6,77.11,88,20,3.44,VN
Panguna,-6.3164,155.4848,67.66,95,100,1.68,PG
